Case;Maschinenstatus;Verzögerung;vorher Maschinenpause;Vorverarbeitung
6120;Schlecht;Nein;Nein;Ja
6121;Gut;Nein;Nein;nein
6122;Gut;Nein;Ja;nein
6123;Gut;Ja;Nein;nein
6124;Gut;Nein;Ja;nein
6125;Gut;Ja;Nein;nein
6126;Gut;Nein;Nein;nein
6127;Gut;Ja;Ja;nein
6128;Schlecht;Nein;Nein;Ja
6129;Gut;Nein;Nein;nein
6130;Gut;Nein;Ja;nein
6131;Gut;Nein;Nein;nein
6132;Gut;Ja;Nein;nein
6133;Gut;Nein;Nein;Ja
6134;Schlecht;Ja;Nein;Ja
6135;Schlecht;Nein;Nein;Ja
6136;Gut;Nein;Nein;nein
6137;Gut;Nein;Nein;nein
6138;Schlecht;Ja;Nein;Ja
6139;Gut;Ja;Nein;nein
6140;Gut;Nein;Nein;Ja
6141;Gut;Nein;Nein;nein
6142;Gut;Ja;Nein;nein
6143;Gut;Nein;Ja;nein
6144;Schlecht;Ja;Nein;Ja
6145;Gut;Nein;Ja;nein
6146;Schlecht;Ja;Nein;Ja
6147;Schlecht;Ja;Nein;Ja
6148;Gut;Nein;Nein;nein
6149;Schlecht;Nein;Nein;nein
6150;Gut;Nein;Nein;nein
6151;Gut;Nein;Nein;nein
6152;Gut;Nein;Nein;nein
6153;Schlecht;Ja;Nein;Ja
6154;Gut;Ja;Nein;nein
6155;Gut;Ja;Nein;nein
6156;Gut;Ja;Ja;nein
6157;Gut;Nein;Ja;nein
6158;Gut;Nein;Nein;nein
6159;Gut;Nein;Nein;nein
6160;Schlecht;Ja;Nein;nein
6161;Schlecht;Ja;Nein;Ja
6162;Gut;Ja;Nein;nein
6163;Gut;Ja;Ja;nein
6164;Gut;Nein;Ja;nein
6165;Gut;Ja;Nein;nein
6166;Gut;Nein;Nein;nein
6167;Gut;Nein;Nein;nein
6168;Gut;Ja;Nein;nein
6169;Gut;Ja;Nein;nein
6170;Gut;Nein;Nein;nein
6171;Schlecht;Ja;Nein;Ja
6172;Gut;Nein;Ja;nein
6173;Schlecht;Ja;Nein;nein
6174;Schlecht;Nein;Nein;Ja
6175;Schlecht;Ja;Nein;Ja
6176;Gut;Nein;Ja;nein
6177;Schlecht;Nein;Nein;Ja
6178;Gut;Ja;Nein;nein
6179;Gut;Nein;Nein;nein
6180;Gut;Ja;Nein;nein
6181;Schlecht;Ja;Nein;Ja
6182;Gut;Nein;Ja;nein
6183;Gut;Ja;Nein;nein
6184;Schlecht;Ja;Nein;Ja
6185;Schlecht;Ja;Nein;Ja
6186;Schlecht;Nein;Nein;Ja
6187;Schlecht;Nein;Nein;Ja
6188;Gut;Ja;Ja;nein
6189;Gut;Ja;Nein;nein
6190;Gut;Nein;Ja;nein
6191;Schlecht;Ja;Nein;Ja
6192;Schlecht;Nein;Nein;Ja
6193;Gut;Nein;Nein;nein
6194;Gut;Nein;Nein;nein
6195;Gut;Nein;Nein;nein
6196;Gut;Nein;Nein;nein
6197;Gut;Ja;Nein;nein
6198;Schlecht;Ja;Nein;nein
6199;Gut;Nein;Ja;nein
6200;Schlecht;Ja;Nein;Ja
6201;Gut;Nein;Nein;nein
6202;Schlecht;Ja;Nein;Ja
6203;Gut;Ja;Ja;nein
6204;Gut;Nein;Nein;nein
6205;Gut;Nein;Nein;nein
6206;Gut;Nein;Ja;nein
6207;Gut;Ja;Nein;nein
6208;Gut;Ja;Nein;nein
6209;Gut;Nein;Ja;nein
6210;Gut;Ja;Ja;nein
6211;Gut;Nein;Ja;nein
6212;Schlecht;Ja;Nein;nein
6213;Gut;Nein;Ja;nein
6214;Gut;Nein;Nein;nein
6215;Gut;Nein;Ja;nein
6216;Gut;Nein;Nein;nein
6217;Schlecht;Nein;Nein;Ja
6218;Gut;Ja;Ja;nein
6219;Gut;Ja;Ja;nein
6220;Gut;Nein;Nein;nein
6221;Gut;Nein;Ja;nein
6222;Gut;Nein;Nein;nein
6223;Gut;Nein;Nein;nein
6224;Schlecht;Nein;Nein;Ja
6225;Gut;Ja;Nein;nein
6226;Gut;Ja;Nein;nein
6227;Schlecht;Nein;Nein;Ja
6228;Schlecht;Nein;Ja;Ja
6229;Gut;Ja;Nein;nein
6230;Gut;Ja;Ja;nein
6231;Gut;Nein;Nein;nein
6232;Gut;Ja;Ja;nein
6233;Schlecht;Ja;Nein;Ja
6234;Schlecht;Nein;Nein;Ja
6235;Schlecht;Ja;Nein;Ja
6236;Gut;Ja;Nein;nein
6237;Gut;Ja;Ja;nein
6238;Gut;Nein;Nein;nein
6239;Gut;Ja;Ja;nein
6240;Schlecht;Ja;Nein;Ja
6241;Gut;Nein;Ja;nein
6242;Schlecht;Ja;Nein;Ja
6243;Gut;Ja;Nein;nein
6244;Schlecht;Ja;Ja;nein
6245;Schlecht;Ja;Ja;nein
6246;Gut;Ja;Nein;nein
6247;Gut;Nein;Nein;nein
6248;Gut;Nein;Nein;nein
6249;Gut;Nein;Nein;nein
6250;Schlecht;Ja;Nein;Ja
6251;Gut;Ja;Ja;nein
6252;Gut;Ja;Ja;nein
6253;Schlecht;Nein;Nein;Ja
6254;Gut;Nein;Ja;nein
6255;Gut;Nein;Nein;nein
6256;Gut;Nein;Nein;nein
6257;Schlecht;Nein;Nein;nein
6258;Gut;Ja;Nein;nein
6259;Schlecht;Ja;Nein;Ja
6260;Gut;Ja;Nein;nein
6261;Gut;Ja;Ja;nein
6262;Schlecht;Ja;Nein;Ja
6263;Schlecht;Ja;Nein;Ja
6264;Gut;Ja;Nein;nein
6265;Schlecht;Ja;Nein;Ja
6266;Gut;Nein;Nein;nein
6267;Schlecht;Ja;Nein;Ja
6268;Schlecht;Ja;Nein;Ja
6269;Gut;Nein;Ja;nein
6270;Gut;Nein;Ja;nein
6271;Gut;Nein;Nein;nein
6272;Gut;Ja;Ja;nein
6273;Schlecht;Ja;Nein;nein
6274;Gut;Nein;Ja;nein
6275;Gut;Ja;Nein;nein
6276;Gut;Nein;Nein;nein
6277;Gut;Nein;Nein;nein
6278;Schlecht;Nein;Nein;Ja
6279;Schlecht;Ja;Nein;Ja
6280;Schlecht;Nein;Nein;Ja
6281;Gut;Nein;Nein;nein
6282;Schlecht;Nein;Nein;Ja
6283;Schlecht;Ja;Nein;nein
6284;Schlecht;Ja;Nein;Ja
6285;Schlecht;Nein;Nein;nein
6286;Gut;Ja;Nein;nein
6287;Schlecht;Ja;Nein;Ja
6288;Schlecht;Nein;Nein;Ja
6289;Gut;Ja;Nein;nein
6290;Gut;Nein;Nein;nein
6291;Gut;Ja;Nein;nein
6292;Gut;Nein;Ja;nein
6293;Gut;Ja;Nein;nein
6294;Schlecht;Nein;Nein;Ja
6295;Gut;Ja;Ja;nein
6296;Schlecht;Nein;Ja;Ja
6297;Gut;Nein;Nein;nein
6298;Gut;Ja;Ja;nein
6299;Gut;Ja;Nein;nein
6300;Gut;Nein;Nein;nein
6301;Gut;Nein;Ja;Ja
6302;Gut;Nein;Nein;Ja
6303;Schlecht;Ja;Nein;Ja
6304;Schlecht;Ja;Nein;Ja
6305;Schlecht;Ja;Nein;Ja
6306;Schlecht;Ja;Nein;Ja
6307;Gut;Nein;Ja;nein
6308;Gut;Nein;Nein;Ja
6309;Gut;Ja;Nein;nein
6310;Gut;Nein;Nein;nein
6311;Gut;Ja;Ja;nein
6312;Gut;Ja;Nein;nein
6313;Schlecht;Nein;Nein;Ja
6314;Gut;Ja;Nein;nein
6315;Schlecht;Nein;Nein;Ja
6316;Gut;Nein;Nein;nein
6317;Gut;Nein;Nein;nein
6318;Gut;Nein;Ja;nein
6319;Gut;Nein;Nein;Ja
6320;Gut;Nein;Ja;nein
6321;Gut;Ja;Nein;nein
6322;Gut;Ja;Ja;nein
6323;Schlecht;Ja;Nein;Ja
6324;Gut;Nein;Ja;nein
6325;Gut;Nein;Nein;nein
6326;Schlecht;Nein;Nein;nein
6327;Gut;Ja;Nein;nein
6328;Gut;Nein;Nein;nein
6329;Gut;Nein;Nein;nein
6330;Gut;Nein;Nein;nein
6331;Gut;Ja;Nein;nein
6332;Schlecht;Nein;Nein;Ja
6333;Gut;Nein;Nein;nein
6334;Gut;Ja;Nein;nein
6335;Schlecht;Nein;Nein;Ja
6336;Gut;Nein;Nein;nein
6337;Schlecht;Ja;Nein;Ja
6338;Gut;Nein;Nein;nein
6339;Gut;Nein;Nein;nein
6340;Gut;Nein;Nein;nein
6341;Gut;Ja;Nein;nein
6342;Gut;Ja;Nein;nein
6343;Gut;Ja;Nein;Ja
6344;Gut;Nein;Nein;nein
6345;Schlecht;Nein;Nein;nein
6346;Gut;Nein;Ja;nein
6347;Gut;Nein;Ja;nein
6348;Gut;Nein;Ja;nein
6349;Schlecht;Ja;Nein;Ja
6350;Schlecht;Ja;Nein;Ja
6351;Schlecht;Ja;Nein;Ja
6352;Gut;Ja;Nein;nein
6353;Schlecht;Nein;Nein;Ja
6354;Gut;Ja;Nein;nein
6355;Schlecht;Ja;Nein;Ja
6356;Gut;Nein;Nein;nein
6357;Gut;Ja;Ja;nein
6358;Schlecht;Nein;Nein;nein
6359;Schlecht;Ja;Nein;Ja
6360;Gut;Nein;Ja;nein
6361;Gut;Nein;Nein;nein
6362;Schlecht;Nein;Nein;Ja
6363;Gut;Nein;Ja;nein
6364;Schlecht;Ja;Nein;Ja
6365;Gut;Ja;Nein;nein
6366;Schlecht;Nein;Nein;Ja
6367;Gut;Nein;Nein;nein
6368;Gut;Nein;Nein;nein
6369;Gut;Nein;Nein;nein
6370;Gut;Ja;Ja;nein
6371;Schlecht;Nein;Nein;Ja
6372;Gut;Nein;Ja;nein
6373;Schlecht;Ja;Nein;Ja
6374;Gut;Ja;Nein;nein
6375;Schlecht;Ja;Nein;Ja
6376;Gut;Nein;Nein;nein
6377;Schlecht;Ja;Nein;Ja
6378;Gut;Nein;Ja;nein
6379;Schlecht;Ja;Nein;Ja
6380;Gut;Nein;Nein;nein
6381;Gut;Nein;Nein;Ja
6382;Schlecht;Ja;Nein;Ja
6383;Gut;Ja;Nein;nein
6384;Schlecht;Nein;Nein;Ja
6385;Schlecht;Ja;Nein;Ja
6386;Schlecht;Nein;Nein;Ja
6387;Schlecht;Ja;Nein;Ja
6388;Gut;Nein;Nein;nein
6389;Gut;Ja;Nein;nein
6390;Schlecht;Ja;Nein;Ja
6391;Gut;Nein;Ja;nein
6392;Gut;Ja;Nein;nein
6393;Gut;Nein;Nein;nein
6394;Gut;Ja;Ja;nein
6395;Gut;Ja;Nein;nein
6396;Gut;Nein;Nein;nein
6397;Schlecht;Ja;Nein;nein
6398;Gut;Ja;Nein;nein
6399;Schlecht;Ja;Nein;Ja
6400;Schlecht;Ja;Nein;nein
6401;Schlecht;Nein;Ja;Ja
6402;Gut;Nein;Nein;nein
6403;Gut;Nein;Nein;nein
6404;Schlecht;Nein;Nein;Ja
6405;Schlecht;Nein;Nein;Ja
6406;Gut;Nein;Ja;nein
6407;Schlecht;Ja;Nein;Ja
6408;Gut;Nein;Ja;nein
6409;Schlecht;Ja;Nein;nein
6410;Gut;Ja;Nein;nein
6411;Gut;Nein;Nein;nein
6412;Gut;Ja;Nein;nein
6413;Gut;Nein;Nein;nein
6414;Gut;Nein;Nein;nein
6415;Gut;Nein;Nein;nein
6416;Gut;Ja;Nein;nein
6417;Gut;Ja;Nein;nein
6418;Schlecht;Ja;Nein;Ja
6419;Gut;Ja;Nein;nein
6420;Gut;Ja;Nein;nein
6421;Gut;Nein;Nein;nein
6422;Gut;Ja;Ja;nein
6423;Gut;Ja;Nein;nein
6424;Gut;Ja;Ja;nein
6425;Gut;Ja;Nein;nein
6426;Gut;Nein;Ja;nein
6427;Gut;Nein;Ja;nein
6428;Schlecht;Nein;Nein;Ja
6429;Schlecht;Ja;Nein;Ja
6430;Gut;Nein;Nein;nein
6431;Gut;Nein;Ja;nein
6432;Gut;Nein;Nein;nein
6433;Schlecht;Ja;Ja;nein
6434;Gut;Ja;Nein;nein
6435;Schlecht;Ja;Nein;Ja
6436;Gut;Nein;Nein;nein
6437;Gut;Ja;Nein;nein
6438;Gut;Ja;Nein;nein
6439;Schlecht;Ja;Nein;Ja
6440;Schlecht;Ja;Nein;Ja
6441;Gut;Nein;Nein;nein
6442;Gut;Ja;Ja;nein
6443;Gut;Ja;Nein;nein
6444;Schlecht;Nein;Nein;Ja
6445;Schlecht;Ja;Nein;nein
6446;Gut;Nein;Nein;Ja
6447;Schlecht;Ja;Nein;Ja
6448;Gut;Nein;Nein;nein
6449;Gut;Nein;Nein;nein
6450;Schlecht;Ja;Nein;Ja
6451;Gut;Nein;Nein;nein
6452;Gut;Nein;Nein;nein
6453;Gut;Nein;Nein;nein
6454;Schlecht;Ja;Nein;Ja
6455;Gut;Ja;Nein;nein
6456;Schlecht;Nein;Nein;Ja
6457;Gut;Ja;Nein;nein
6458;Gut;Nein;Ja;nein
6459;Gut;Ja;Ja;nein
6460;Gut;Nein;Nein;nein
6461;Gut;Nein;Nein;nein
6462;Schlecht;Ja;Nein;nein
6463;Gut;Ja;Nein;nein
6464;Gut;Nein;Nein;nein
6465;Schlecht;Ja;Nein;Ja
6466;Gut;Ja;Nein;nein
6467;Gut;Nein;Ja;nein
6468;Schlecht;Nein;Nein;Ja
6469;Gut;Nein;Ja;Ja
6470;Gut;Nein;Ja;nein
6471;Gut;Nein;Ja;nein
6472;Schlecht;Ja;Nein;Ja
6473;Gut;Nein;Nein;nein
6474;Schlecht;Nein;Nein;Ja
6475;Gut;Ja;Nein;nein
6476;Gut;Ja;Nein;nein
6477;Schlecht;Ja;Nein;Ja
6478;Gut;Ja;Nein;nein
6479;Gut;Nein;Nein;nein
6480;Gut;Ja;Ja;nein
6481;Gut;Nein;Nein;nein
6482;Gut;Ja;Nein;nein
6483;Gut;Nein;Nein;nein
6484;Schlecht;Nein;Nein;Ja
6485;Gut;Ja;Nein;nein
6486;Schlecht;Ja;Nein;Ja
6487;Schlecht;Nein;Nein;Ja
6488;Schlecht;Ja;Nein;Ja
6489;Gut;Nein;Nein;nein
6490;Schlecht;Nein;Nein;Ja
6491;Schlecht;Ja;Ja;Ja
6492;Schlecht;Nein;Nein;Ja
6493;Gut;Nein;Nein;nein
6494;Gut;Ja;Nein;nein
6495;Gut;Ja;Nein;nein
6496;Schlecht;Nein;Nein;Ja
6497;Gut;Nein;Nein;nein
6498;Gut;Ja;Nein;nein
6499;Schlecht;Nein;Ja;Ja
6500;Schlecht;Nein;Nein;Ja
6501;Gut;Nein;Ja;nein
6502;Schlecht;Ja;Nein;Ja
6503;Gut;Ja;Nein;nein
6504;Schlecht;Ja;Nein;Ja
6505;Gut;Ja;Nein;nein
6506;Schlecht;Nein;Nein;Ja
6507;Gut;Nein;Nein;nein
6508;Schlecht;Ja;Nein;Ja
6509;Gut;Ja;Nein;nein
6510;Gut;Nein;Ja;nein
6511;Gut;Nein;Nein;Ja
6512;Gut;Ja;Nein;nein
6513;Gut;Ja;Nein;nein
6514;Gut;Ja;Nein;nein
6515;Gut;Nein;Ja;nein
6516;Schlecht;Ja;Nein;Ja
6517;Schlecht;Nein;Nein;Ja
6518;Gut;Nein;Nein;nein
6519;Gut;Nein;Nein;nein
6520;Schlecht;Nein;Nein;Ja
6521;Gut;Nein;Nein;nein
6522;Gut;Ja;Nein;nein
6523;Schlecht;Ja;Nein;Ja
6524;Gut;Ja;Ja;nein
6525;Schlecht;Ja;Nein;nein
6526;Schlecht;Ja;Nein;Ja
6527;Gut;Nein;Ja;nein
6528;Schlecht;Ja;Nein;Ja
6529;Gut;Ja;Nein;nein
6530;Gut;Nein;Nein;nein
6531;Gut;Nein;Ja;nein
6532;Schlecht;Ja;Nein;Ja
6533;Schlecht;Nein;Nein;Ja
6534;Schlecht;Nein;Nein;Ja
6535;Gut;Nein;Nein;nein
6536;Schlecht;Ja;Nein;Ja
6537;Gut;Nein;Nein;nein
6538;Gut;Ja;Nein;nein
6539;Gut;Nein;Nein;nein
6540;Gut;Ja;Ja;nein
6541;Schlecht;Ja;Nein;nein
6542;Gut;Nein;Ja;nein
6543;Gut;Ja;Ja;nein
6544;Schlecht;Ja;Nein;Ja
6545;Gut;Ja;Ja;nein
6546;Schlecht;Ja;Nein;Ja
6547;Gut;Nein;Ja;nein
6548;Gut;Ja;Nein;nein
6549;Gut;Nein;Nein;Ja
6550;Gut;Nein;Nein;nein
6551;Gut;Ja;Nein;nein
6552;Gut;Nein;Nein;nein
6553;Schlecht;Ja;Nein;Ja
6554;Gut;Nein;Nein;nein
6555;Gut;Nein;Nein;nein
6556;Gut;Nein;Nein;nein
6557;Gut;Nein;Nein;nein
6558;Gut;Nein;Nein;nein
6559;Schlecht;Nein;Nein;Ja
6560;Gut;Nein;Ja;nein
6561;Gut;Nein;Nein;nein
6562;Gut;Ja;Nein;nein
6563;Gut;Nein;Nein;nein
6564;Schlecht;Nein;Nein;Ja
6565;Gut;Nein;Nein;nein
6566;Gut;Ja;Ja;nein
6567;Schlecht;Ja;Nein;Ja
6568;Gut;Nein;Ja;nein
6569;Schlecht;Ja;Nein;Ja
6570;Gut;Nein;Nein;nein
6571;Gut;Ja;Nein;nein
6572;Schlecht;Nein;Nein;Ja
6573;Gut;Nein;Nein;nein
6574;Gut;Nein;Ja;nein
6575;Gut;Ja;Ja;nein
6576;Gut;Nein;Ja;nein
6577;Gut;Ja;Nein;nein
6578;Gut;Nein;Nein;nein
6579;Schlecht;Nein;Nein;Ja
6580;Schlecht;Nein;Nein;Ja
6581;Gut;Nein;Nein;nein
6582;Schlecht;Ja;Nein;Ja
6583;Gut;Ja;Ja;nein
6584;Schlecht;Ja;Nein;Ja
6585;Gut;Ja;Ja;nein
6586;Schlecht;Nein;Nein;Ja
6587;Gut;Ja;Nein;nein
6588;Schlecht;Ja;Nein;nein
6589;Gut;Nein;Ja;nein
6590;Gut;Nein;Ja;Ja
6591;Gut;Nein;Nein;Ja
6592;Schlecht;Ja;Nein;Ja
6593;Gut;Ja;Ja;nein
6594;Gut;Nein;Nein;nein
6595;Gut;Ja;Ja;nein
6596;Gut;Ja;Nein;nein
6597;Gut;Nein;Nein;nein
6598;Gut;Ja;Nein;nein
6599;Gut;Nein;Nein;nein
6600;Schlecht;Nein;Nein;Ja
6601;Schlecht;Ja;Nein;Ja
6602;Gut;Nein;Ja;nein
6603;Schlecht;Ja;Nein;Ja
6604;Schlecht;Nein;Nein;Ja
6605;Gut;Nein;Ja;nein
6606;Schlecht;Nein;Nein;Ja
6607;Gut;Ja;Nein;nein
6608;Gut;Nein;Nein;nein
6609;Schlecht;Nein;Nein;Ja
6610;Schlecht;Nein;Nein;Ja
6611;Gut;Nein;Nein;nein
6612;Schlecht;Nein;Nein;Ja
6613;Schlecht;Ja;Nein;Ja
6614;Gut;Ja;Nein;Ja
6615;Gut;Nein;Nein;nein
6616;Gut;Ja;Ja;nein
6617;Schlecht;Ja;Nein;Ja
6618;Gut;Ja;Ja;nein
6619;Schlecht;Ja;Nein;Ja
6620;Gut;Nein;Ja;nein
6621;Gut;Nein;Nein;Ja
6622;Schlecht;Nein;Nein;Ja
6623;Gut;Nein;Nein;Ja
6624;Schlecht;Ja;Nein;Ja
6625;Schlecht;Nein;Nein;Ja
6626;Gut;Ja;Ja;nein
6627;Schlecht;Nein;Nein;Ja
6628;Schlecht;Ja;Nein;nein
6629;Gut;Ja;Ja;nein
6630;Schlecht;Ja;Nein;Ja
6631;Gut;Nein;Nein;nein
6632;Schlecht;Nein;Ja;Ja
6633;Gut;Nein;Ja;nein
6634;Gut;Nein;Nein;nein
6635;Schlecht;Nein;Nein;Ja
6636;Schlecht;Ja;Nein;Ja
6637;Gut;Nein;Nein;nein
6638;Schlecht;Ja;Nein;Ja
6639;Gut;Ja;Nein;nein
6640;Gut;Nein;Ja;Ja
6641;Schlecht;Ja;Ja;Ja
6642;Gut;Nein;Ja;nein
6643;Gut;Nein;Ja;nein
6644;Schlecht;Ja;Nein;Ja
6645;Schlecht;Ja;Nein;Ja
6646;Schlecht;Ja;Nein;nein
6647;Gut;Nein;Nein;nein
6648;Gut;Nein;Nein;nein
6649;Gut;Nein;Nein;nein
6650;Gut;Nein;Ja;nein
6651;Gut;Nein;Nein;nein
6652;Gut;Ja;Nein;nein
6653;Gut;Ja;Nein;nein
6654;Schlecht;Ja;Nein;Ja
6655;Gut;Nein;Ja;nein
6656;Gut;Nein;Ja;nein
6657;Schlecht;Nein;Nein;Ja
6658;Gut;Ja;Nein;nein
6659;Gut;Ja;Nein;nein
6660;Schlecht;Nein;Nein;Ja
6661;Gut;Nein;Nein;nein
6662;Gut;Nein;Nein;nein
6663;Gut;Nein;Ja;nein
6664;Gut;Ja;Nein;nein
6665;Gut;Nein;Nein;nein
6666;Schlecht;Ja;Nein;Ja
6667;Schlecht;Ja;Ja;Ja
6668;Schlecht;Ja;Nein;Ja
6669;Schlecht;Ja;Ja;Ja
6670;Gut;Nein;Ja;nein
6671;Schlecht;Ja;Nein;Ja
6672;Gut;Nein;Nein;nein
6673;Gut;Nein;Nein;nein
6674;Schlecht;Ja;Nein;Ja
6675;Gut;Ja;Nein;nein
6676;Schlecht;Ja;Nein;Ja
6677;Schlecht;Ja;Nein;Ja
6678;Gut;Ja;Nein;nein
6679;Gut;Nein;Ja;nein
6680;Gut;Nein;Nein;nein
6681;Gut;Nein;Ja;nein
6682;Schlecht;Ja;Nein;Ja
6683;Gut;Nein;Nein;nein
6684;Schlecht;Nein;Nein;Ja
6685;Gut;Nein;Nein;nein
6686;Schlecht;Nein;Nein;nein
6687;Gut;Nein;Ja;nein
6688;Schlecht;Ja;Nein;Ja
6689;Schlecht;Ja;Nein;Ja
6690;Schlecht;Ja;Nein;Ja
6691;Gut;Ja;Nein;nein
6692;Gut;Ja;Nein;nein
6693;Schlecht;Ja;Ja;nein
6694;Gut;Ja;Nein;nein
6695;Gut;Ja;Nein;nein
6696;Schlecht;Nein;Nein;Ja
6697;Gut;Nein;Nein;nein
6698;Gut;Nein;Nein;nein
6699;Gut;Nein;Nein;nein
6700;Gut;Nein;Ja;nein
6701;Gut;Nein;Nein;nein
6702;Gut;Ja;Nein;nein
6703;Schlecht;Ja;Ja;Ja
6704;Gut;Ja;Nein;nein
6705;Schlecht;Ja;Nein;Ja
6706;Gut;Nein;Nein;nein
6707;Gut;Ja;Nein;nein
6708;Gut;Ja;Nein;nein
6709;Gut;Nein;Nein;nein
6710;Schlecht;Ja;Nein;nein
6711;Gut;Nein;Nein;nein
6712;Schlecht;Ja;Nein;Ja
6713;Gut;Nein;Ja;Ja
6714;Gut;Ja;Ja;nein
6715;Schlecht;Nein;Nein;Ja
6716;Schlecht;Nein;Nein;nein
6717;Schlecht;Ja;Nein;Ja
6718;Gut;Nein;Nein;nein
6719;Gut;Ja;Nein;nein
6720;Gut;Ja;Nein;nein
6721;Gut;Nein;Ja;Ja
6722;Schlecht;Ja;Nein;Ja
6723;Schlecht;Ja;Nein;Ja
6724;Gut;Nein;Nein;nein
6725;Schlecht;Nein;Nein;Ja
6726;Gut;Nein;Nein;nein
6727;Gut;Nein;Ja;nein
6728;Gut;Ja;Nein;nein
6729;Gut;Nein;Nein;nein
6730;Schlecht;Nein;Nein;Ja
6731;Gut;Nein;Nein;nein
6732;Schlecht;Ja;Nein;Ja
6733;Schlecht;Nein;Nein;Ja
6734;Gut;Ja;Nein;nein
6735;Gut;Ja;Nein;nein
6736;Gut;Nein;Nein;nein
6737;Gut;Nein;Ja;nein
6738;Gut;Nein;Nein;nein
6739;Schlecht;Nein;Ja;Ja
6740;Schlecht;Ja;Nein;Ja
6741;Gut;Nein;Ja;nein
6742;Schlecht;Nein;Nein;Ja
6743;Gut;Nein;Nein;nein
6744;Gut;Ja;Nein;nein
6745;Gut;Nein;Nein;nein
6746;Gut;Nein;Ja;nein
6747;Gut;Nein;Nein;nein
6748;Gut;Nein;Nein;nein
6749;Schlecht;Ja;Ja;nein
6750;Schlecht;Ja;Nein;Ja
6751;Schlecht;Ja;Nein;Ja
6752;Gut;Nein;Ja;nein
6753;Gut;Nein;Nein;nein
6754;Gut;Nein;Ja;nein
6755;Schlecht;Ja;Nein;Ja
6756;Schlecht;Ja;Nein;Ja
6757;Gut;Nein;Nein;nein
6758;Gut;Nein;Nein;nein
6759;Gut;Ja;Ja;nein
6760;Gut;Nein;Nein;nein
6761;Gut;Nein;Nein;nein
6762;Gut;Nein;Ja;nein
6763;Gut;Nein;Nein;nein
6764;Schlecht;Nein;Nein;Ja
6765;Gut;Nein;Ja;nein
6766;Gut;Nein;Nein;Ja
6767;Schlecht;Nein;Nein;Ja
6768;Gut;Nein;Nein;nein
6769;Gut;Nein;Ja;nein
6770;Gut;Nein;Nein;nein
6771;Gut;Ja;Ja;nein
6772;Gut;Nein;Ja;Ja
6773;Gut;Nein;Nein;nein
6774;Schlecht;Ja;Nein;Ja
6775;Gut;Ja;Ja;nein
6776;Schlecht;Ja;Nein;Ja
6777;Schlecht;Nein;Nein;Ja
6778;Schlecht;Ja;Nein;Ja
6779;Gut;Nein;Nein;nein
6780;Schlecht;Ja;Nein;Ja
6781;Gut;Nein;Nein;nein
6782;Gut;Ja;Ja;nein
6783;Schlecht;Nein;Ja;Ja
6784;Gut;Ja;Nein;nein
6785;Gut;Nein;Nein;nein
6786;Gut;Ja;Nein;nein
6787;Schlecht;Ja;Nein;nein
6788;Gut;Ja;Nein;nein
6789;Gut;Nein;Ja;nein
6790;Schlecht;Ja;Nein;Ja
6791;Gut;Nein;Ja;nein
6792;Gut;Nein;Ja;nein
6793;Gut;Ja;Nein;nein
6794;Gut;Nein;Nein;nein
6795;Schlecht;Ja;Nein;nein
6796;Gut;Nein;Nein;nein
6797;Gut;Ja;Ja;nein
6798;Gut;Nein;Nein;nein
6799;Schlecht;Ja;Nein;Ja
6800;Gut;Ja;Nein;nein
6801;Gut;Ja;Ja;nein
6802;Gut;Nein;Ja;nein
6803;Schlecht;Ja;Nein;nein
6804;Gut;Nein;Nein;nein
6805;Schlecht;Nein;Nein;Ja
6806;Gut;Ja;Nein;nein
6807;Gut;Nein;Nein;nein
6808;Gut;Nein;Nein;nein
6809;Schlecht;Ja;Nein;Ja
6810;Schlecht;Ja;Nein;Ja
6811;Gut;Ja;Nein;nein
6812;Gut;Nein;Nein;nein
6813;Gut;Ja;Nein;nein
6814;Gut;Nein;Nein;nein
6815;Gut;Nein;Nein;nein
6816;Schlecht;Ja;Nein;Ja
6817;Gut;Nein;Nein;nein
6818;Gut;Nein;Nein;Ja
6819;Gut;Nein;Ja;nein
6820;Gut;Nein;Nein;nein
6821;Gut;Ja;Nein;nein
6822;Gut;Ja;Nein;nein
6823;Gut;Nein;Nein;nein
6824;Schlecht;Nein;Nein;Ja
6825;Gut;Nein;Nein;nein
6826;Schlecht;Nein;Nein;Ja
6827;Gut;Ja;Nein;nein
6828;Gut;Ja;Nein;nein
6829;Gut;Nein;Nein;nein
6830;Schlecht;Ja;Nein;Ja
6831;Schlecht;Ja;Nein;Ja
6832;Gut;Ja;Ja;nein
6833;Gut;Nein;Nein;nein
6834;Schlecht;Ja;Nein;Ja
6835;Gut;Nein;Ja;nein
6836;Schlecht;Ja;Nein;nein
6837;Gut;Ja;Nein;Ja
6838;Gut;Ja;Ja;nein
6839;Gut;Nein;Nein;nein
6840;Schlecht;Ja;Nein;Ja
6841;Gut;Ja;Ja;nein
6842;Gut;Nein;Nein;nein
6843;Gut;Ja;Nein;nein
6844;Schlecht;Ja;Ja;Ja
6845;Gut;Ja;Ja;nein
6846;Gut;Nein;Nein;nein
6847;Schlecht;Ja;Nein;Ja
6848;Gut;Ja;Ja;nein
6849;Gut;Nein;Nein;nein
6850;Schlecht;Ja;Nein;Ja
6851;Gut;Nein;Nein;nein
6852;Gut;Nein;Nein;nein
